PARID,SALEDATE,PRICE,RECORDDATE,INSTRUNO,INSTRUTYPE,LANDCOURT_NO,CERT_NO,BOOK,PAGE,CONV_TAX,DOC_TYPE,VALCODE,VALCODE,SALETYP
390040820006     ,1900/01/01,          ,1998/04/30,9800060784          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820007     ,2018/03/19,    555000,2018/03/23,A66560080           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,833                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390040820007     ,2016/02/29,          ,2016/03/07,A59100661           ,Recorded document                       ,                                        ,                                        ,        ,        ,0                                       ,Amendment of CPR, HPR or Declaration    ,                                        ,  ,
390040820007     ,2015/06/09,          ,2015/06/16,A56450613           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,0                                       ,Apartment deed                          ,                                        ,  ,
390040820007     ,2010/10/11,    450000,2010/11/23,10-180993           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,675                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390040820007     ,2010/09/15,          ,2010/09/15,                    ,Route slip                              ,                                        ,                                        ,        ,        ,                                        ,Route Slip                              ,                                        ,  ,
390040820007     ,2005/03/25,    620000,2005/04/01,05-063271           ,Fee conveyance                          ,                                        ,                                        ,        ,        ,620                                     ,Apartment deed                          ,Valid Sale                              ,0 ,Improved
390040820007     ,2000/10/26,          ,          ,0000000000          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820007     ,2000/08/11,    280000,2000/08/24,0000117709          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,280.00                                  ,                                        ,Valid Sale                              ,0 ,Improved
390040820007     ,1999/05/17,          ,1999/05/27,9900084963          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820007     ,1996/04/17,          ,1996/05/21,9600070349          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820007     ,1995/02/13,          ,          ,0000000000          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820007     ,1994/02/17,    214900,1994/02/25,9400034292          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,214.90                                  ,                                        ,Valid                                   ,X ,Improved
390040820007     ,1990/12/19,    254000,1990/12/26,9000196378          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,127.00                                  ,                                        ,Valid                                   ,X ,Improved
390040820007     ,1990/11/28,    241000,1990/12/26,9000196377          ,Fee conveyance                          ,                                        ,                                        ,        ,        ,120.50                                  ,                                        ,                                        ,  ,
390040820007     ,1900/01/01,          ,1998/04/30,9800060784          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
390040820007     ,1900/01/01,          ,1990/04/02,9000046013          ,                                        ,                                        ,                                        ,        ,        ,                                        ,                                        ,                                        ,  ,
